listing_id,city,state,locality,area_sqft,bhk,bathrooms,floor,total_floors,property_age_years,age_band,furnishing_status,property_type,price,price_per_sqft,parking,lift,security,power_backup,gym,pool,clubhouse,garden
L100723,chennai,Tamil Nadu,Adyar,1325.0,3,3.0,7,,14.0,10-20,unfurnished,villa,22251800.0,16793.7,0,0,1,0,0,1,0,0
L100724,lucknow,Uttar Pradesh,Gomti Nagar,1550.0,3,2.0,9,9.0,14.0,10-20,full,apartment,11037900.0,7121.2,1,1,1,0,0,1,1,0
L100725,delhi,Delhi,Greater Noida,1931.9,4,3.0,0,0.0,0.0,new,semi,plot,13206500.0,6836.2,1,0,0,0,0,1,0,1
L100726,bengaluru,Karnataka,Electronic City,838.0,1,1.0,14,15.0,15.0,10-20,unfurnished,villa,8500700.0,10143.7,0,0,0,1,0,0,1,1
L100727,pune,Maharashtra,Hinjewadi,1066.7,2,2.0,7,15.0,3.0,1-5,semi,apartment,10924600.0,10241.3,0,1,1,0,1,1,1,0
L100728,kolkata,West Bengal,Behala,708.0,1,1.0,5,15.0,0.0,new,unfurnished,apartment,4433900.0,6262.5,1,1,0,1,1,1,1,1
L100729,lucknow,Uttar Pradesh,Hazratganj,1537.5,3,2.0,1,1.0,,20+,semi,apartment,7312200.0,4756.0,0,1,1,1,1,0,1,1
L100730,jaipur,Rajasthan,Malviya Nagar,1199.2,2,1.0,4,4.0,3.0,1-5,unfurnished,apartment,7199300.0,6003.7,0,0,0,0,0,0,0,1
L100731,hyderabad,Telangana,Banjara Hills,1084.8,2,1.0,2,,9.0,5-10,full,apartment,17196500.0,15851.5,1,1,1,0,0,0,1,0
L100732,hyderabad,Telangana,Kondapur,668.7,1,1.0,0,0.0,36.0,20+,full,plot,1322600.0,1977.9,1,1,0,0,1,1,0,1
L100733,delhi,Delhi,Dwarka,989.1,2,1.0,1,,6.0,5-10,full,apartment,17318000.0,17509.3,0,0,1,0,1,0,0,1
L100734,bengaluru,Karnataka,Hebbal,1725.0,3,3.0,9,13.0,15.0,10-20,full,villa,32319900.0,18736.0,1,0,0,0,1,1,1,0
L100735,pune,Maharashtra,Wakad,923.2,2,2.0,13,16.0,11.0,10-20,full,apartment,9449900.0,10235.7,0,1,1,1,0,1,0,0
L100736,pune,Maharashtra,Hinjewadi,1098.1,2,2.0,0,0.0,2.0,1-5,full,plot,7571100.0,6894.8,0,1,1,1,1,0,0,1
L100737,delhi,Delhi,Dwarka,829.6,1,1.0,0,0.0,5.0,5-10,semi,plot,8281900.0,9982.6,0,1,1,0,0,0,1,1
L100738,lucknow,Uttar Pradesh,Indira Nagar,1518.0,3,2.0,0,1.0,7.0,5-10,semi,apartment,6786800.0,4470.9,0,1,1,0,1,0,0,1
L100739,chennai,Tamil Nadu,Porur,1462.7,3,3.0,0,10.0,10.0,10-20,semi,apartment,9206900.0,6294.4,1,1,1,1,1,0,0,1
L100740,kolkata,West Bengal,Howrah,806.6,1,1.0,10,10.0,,5-10,full,independent,4834300.0,5993.2,0,0,0,0,1,0,1,0
L100741,lucknow,Uttar Pradesh,Gomti Nagar,1077.3,2,1.0,8,8.0,0.0,new,semi,apartment,8123900.0,7540.8,0,1,0,1,1,0,1,1
L100742,jaipur,Rajasthan,Malviya Nagar,1674.0,4,4.0,14,21.0,9.0,5-10,unfurnished,independent,12225100.0,7303.0,1,0,0,0,0,0,0,1
L100743,kochi,Kerala,Aluva,969.9,2,2.0,0,0.0,3.0,1-5,full,plot,4167000.0,4296.4,0,0,1,1,1,0,0,0
L100744,ahmedabad,Gujarat,Vastrapur,1843.9,3,2.0,0,18.0,7.0,5-10,full,apartment,12746400.0,6912.9,0,1,1,0,0,0,0,1
L100745,ahmedabad,Gujarat,Chandkheda,1100.8,2,2.0,1,10.0,24.0,20+,semi,apartment,4021600.0,3653.4,0,1,0,0,0,0,1,1
L100746,ahmedabad,Gujarat,Satellite,1051.3,2,1.0,5,5.0,2.0,1-5,semi,independent,10052700.0,9562.2,1,0,1,1,1,0,0,0
L100747,chandigarh,Chandigarh,Zirakpur,1216.8,3,2.0,3,4.0,0.0,new,semi,independent,10345200.0,8502.2,1,0,0,1,0,0,1,1
L100748,kolkata,West Bengal,Salt Lake,697.1,2,2.0,9,9.0,0.0,new,full,apartment,8156400.0,11701.0,1,1,0,0,0,1,0,1
L100749,chennai,Tamil Nadu,Porur,1335.0,3,,1,4.0,9.0,5-10,full,apartment,11409500.0,8546.3,1,1,1,1,1,1,0,0
L100750,delhi,Delhi,Noida,1710.5,3,3.0,13,13.0,11.0,10-20,semi,apartment,22557500.0,13187.6,0,1,1,1,1,0,0,1
L100751,pune,Maharashtra,Koregaon Park,1731.7,4,3.0,11,18.0,9.0,5-10,full,apartment,29630600.0,17110.4,1,1,0,0,0,1,1,0
L100752,hyderabad,Telangana,Hitec City,1593.9,4,4.0,5,7.0,9.0,5-10,full,apartment,19249900.0,12077.4,1,1,1,0,0,0,1,1
L100753,mumbai,Maharashtra,Powai,780.7,1,1.0,9,12.0,38.0,20+,unfurnished,independent,27693700.0,35474.7,1,0,0,0,0,1,0,1
L100754,jaipur,Rajasthan,Jagatpura,1791.4,4,3.0,3,6.0,38.0,20+,full,villa,8139200.0,4543.4,1,1,0,1,0,1,1,0
L100755,hyderabad,Telangana,Kondapur,1989.5,4,4.0,6,9.0,0.0,new,semi,apartment,21066200.0,10588.8,1,0,1,0,0,1,1,1
L100756,lucknow,Uttar Pradesh,Gomti Nagar,1782.6,3,2.0,5,8.0,13.0,10-20,full,apartment,12387300.0,6949.2,1,1,1,1,0,0,1,1
L100757,kochi,Kerala,Panampilly Nagar,1855.9,4,3.0,6,6.0,6.0,5-10,unfurnished,independent,17514300.0,9437.1,0,0,1,1,1,0,0,0
L100758,ahmedabad,Gujarat,Maninagar,1519.8,3,3.0,3,3.0,9.0,5-10,unfurnished,apartment,6665200.0,4385.4,0,0,0,1,0,0,0,1
L100759,bengaluru,Karnataka,Sarjapur Road,1417.2,3,3.0,4,11.0,39.0,20+,unfurnished,apartment,11992000.0,8461.9,0,0,1,0,1,0,0,0
L100760,pune,Maharashtra,Wakad,861.6,1,1.0,0,0.0,7.0,5-10,semi,plot,6102100.0,7082.6,1,1,1,1,1,1,0,0
L100761,mumbai,Maharashtra,Thane,1628.0,3,3.0,3,12.0,3.0,1-5,unfurnished,independent,35867500.0,22031.7,1,0,1,0,0,0,0,1
L100762,jaipur,Rajasthan,C-Scheme,1228.1,2,1.0,7,22.0,32.0,20+,unfurnished,apartment,7693400.0,6264.6,1,0,1,1,0,0,1,0
L100763,hyderabad,Telangana,Gachibowli,1475.7,3,3.0,2,7.0,18.0,10-20,full,apartment,16380700.0,11100.0,0,0,1,1,0,1,0,1
L100764,kochi,Kerala,Fort Kochi,505.6,1,1.0,1,14.0,13.0,10-20,unfurnished,apartment,3147400.0,6225.2,1,1,1,0,0,0,0,0
L100765,jaipur,Rajasthan,Jagatpura,1319.2,2,2.0,15,19.0,2.0,1-5,full,apartment,6917300.0,5243.5,1,1,0,1,1,1,0,1
L100766,jaipur,Rajasthan,Ajmer Road,1658.6,5,4.0,1,2.0,7.0,5-10,semi,apartment,5284100.0,3185.8,0,1,1,1,1,0,1,0
L100767,pune,Maharashtra,Koregaon Park,1266.5,3,2.0,14,24.0,9.0,5-10,full,apartment,22584200.0,17832.5,1,1,0,0,0,1,0,1
L100768,kochi,Kerala,Fort Kochi,1090.7,3,3.0,12,15.0,11.0,10-20,unfurnished,apartment,7073400.0,6485.2,1,1,0,1,1,1,1,1
L100769,lucknow,Uttar Pradesh,Raebareli Road,951.9,2,2.0,3,11.0,8.0,5-10,full,apartment,3988600.0,4190.2,1,1,0,1,0,1,1,1
L100770,pune,Maharashtra,Koregaon Park,1607.3,3,2.0,3,9.0,4.0,1-5,semi,apartment,28418100.0,17681.2,0,0,1,1,1,1,1,0
L100771,chennai,Tamil Nadu,Velachery,988.9,3,2.0,7,8.0,3.0,1-5,full,apartment,10346000.0,10462.1,0,0,1,0,0,0,0,0
L100772,kolkata,West Bengal,Behala,1400.9,3,3.0,1,1.0,9.0,5-10,unfurnished,independent,8494900.0,6063.9,1,0,1,0,0,0,0,1
L100773,mumbai,Maharashtra,Navi Mumbai,1681.9,4,3.0,0,8.0,,5-10,semi,apartment,31616500.0,18798.0,0,1,1,1,1,0,1,0
L100774,kolkata,West Bengal,New Town,1395.9,3,2.0,20,29.0,5.0,5-10,semi,independent,12502200.0,8956.4,1,0,0,1,0,0,1,0
L100775,pune,Maharashtra,Hinjewadi,1237.1,2,1.0,1,18.0,8.0,5-10,semi,apartment,11702400.0,9459.8,1,0,0,1,1,1,0,1
L100776,delhi,Delhi,Dwarka,1601.7,3,3.0,1,4.0,0.0,new,unfurnished,apartment,26600500.0,16607.7,0,1,1,1,1,1,1,0
L100777,mumbai,Maharashtra,Andheri West,1375.0,2,2.0,8,10.0,0.0,new,unfurnished,apartment,43283400.0,31478.0,0,1,0,0,0,0,1,0
L100778,chandigarh,Chandigarh,Sector 8,609.7,2,1.0,0,,3.0,1-5,unfurnished,plot,7146000.0,11720.6,1,0,0,0,0,1,1,0
L100779,mumbai,Maharashtra,Thane,1482.0,3,3.0,11,14.0,3.0,1-5,full,apartment,33926700.0,22893.2,0,1,1,0,0,0,1,1
L100780,chennai,Tamil Nadu,Anna Nagar,1991.8,4,4.0,5,18.0,7.0,5-10,unfurnished,apartment,21340000.0,10714.2,1,0,0,0,0,1,1,0
L100781,chandigarh,Chandigarh,Mohali,1153.3,2,2.0,6,,0.0,new,unfurnished,apartment,9321000.0,8082.3,1,0,0,0,1,1,0,0
L100782,chennai,Tamil Nadu,OMR,773.4,1,1.0,9,18.0,0.0,new,semi,apartment,7051100.0,9117.6,0,1,0,0,1,1,0,0
L100783,kolkata,West Bengal,Garia,1224.3,3,3.0,10,,7.0,5-10,semi,apartment,7980100.0,6518.3,1,0,0,1,1,0,1,1
L100784,hyderabad,Telangana,Miyapur,1331.4,3,3.0,1,5.0,1.0,1-5,semi,apartment,9835200.0,7387.0,1,0,0,1,1,1,1,1
L100785,lucknow,Uttar Pradesh,Gomti Nagar,1006.0,2,,2,2.0,19.0,10-20,full,apartment,6516100.0,6477.0,0,0,1,1,0,0,0,0
L100786,chandigarh,Chandigarh,IT Park,1304.3,3,3.0,17,20.0,16.0,10-20,unfurnished,apartment,14812100.0,11356.4,1,0,1,1,1,1,0,0
L100787,jaipur,Rajasthan,Vaishali Nagar,672.3,1,1.0,12,13.0,2.0,1-5,unfurnished,apartment,3943200.0,5865.0,1,1,0,1,0,1,0,1
L100788,lucknow,Uttar Pradesh,Indira Nagar,952.3,2,1.0,10,14.0,0.0,new,full,apartment,5822700.0,6114.4,1,0,1,1,1,0,0,1
L100789,bengaluru,Karnataka,Whitefield,1931.3,4,3.0,6,14.0,2.0,1-5,unfurnished,apartment,23976500.0,12414.7,1,1,1,1,0,0,0,1
L100790,jaipur,Rajasthan,C-Scheme,1484.5,3,,0,1.0,20.0,20+,semi,apartment,9016300.0,6073.4,1,1,0,0,1,1,1,1
L100791,hyderabad,Telangana,Hitec City,1880.5,4,4.0,2,3.0,5.0,5-10,full,independent,25933700.0,13791.1,0,1,1,1,0,1,0,1
L100792,chandigarh,Chandigarh,Sector 8,2024.0,5,4.0,12,12.0,31.0,20+,unfurnished,villa,29626800.0,14637.6,1,1,1,1,0,1,0,1
L100793,pune,Maharashtra,Hadapsar,928.4,2,2.0,1,2.0,15.0,10-20,semi,apartment,7593500.0,8179.3,1,0,0,1,1,1,1,0
L100794,delhi,Delhi,Gurugram,791.5,1,1.0,6,12.0,5.0,5-10,semi,villa,25340500.0,32017.7,1,0,0,1,0,1,1,0
L100795,lucknow,Uttar Pradesh,Gomti Nagar,1020.5,2,1.0,0,0.0,19.0,10-20,full,plot,4307300.0,4220.9,0,0,1,0,1,1,0,0
L100796,hyderabad,Telangana,Uppal,865.1,2,1.0,3,11.0,3.0,1-5,semi,apartment,5882000.0,6799.3,1,1,0,1,1,1,0,0
L100797,pune,Maharashtra,Koregaon Park,1642.0,3,3.0,1,6.0,26.0,20+,unfurnished,independent,87153600.0,53077.7,1,0,0,1,0,0,1,1
L100798,ahmedabad,Gujarat,SG Highway,1455.2,3,2.0,8,20.0,0.0,new,semi,independent,15457700.0,10622.3,0,0,0,0,1,1,0,1
L100799,ahmedabad,Gujarat,Vastrapur,1086.9,2,1.0,13,13.0,0.0,new,semi,apartment,10296900.0,9473.5,1,1,1,0,1,1,0,1
L100800,chennai,Tamil Nadu,Adyar,1860.2,4,3.0,0,7.0,1.0,1-5,semi,apartment,25999900.0,13976.9,1,1,0,0,1,0,1,0
L100801,delhi,Delhi,Greater Noida,1417.9,3,3.0,4,8.0,6.0,5-10,semi,independent,16505200.0,11640.7,1,0,0,1,0,1,1,1
L100802,pune,Maharashtra,Wakad,1368.8,4,,1,3.0,2.0,1-5,semi,apartment,12993700.0,9492.5,0,1,0,0,1,0,1,0
L100803,pune,Maharashtra,Koregaon Park,1501.3,3,2.0,0,14.0,2.0,1-5,unfurnished,villa,32714600.0,21790.6,0,1,1,1,1,0,0,1
L100804,bengaluru,Karnataka,Hebbal,758.0,1,1.0,1,12.0,,10-20,full,villa,12182700.0,16071.9,0,1,1,1,0,0,0,0
L100805,ahmedabad,Gujarat,Chandkheda,826.6,2,1.0,8,10.0,,5-10,unfurnished,apartment,3760700.0,4549.5,1,1,1,0,0,1,1,0
L100806,pune,Maharashtra,Wakad,754.6,1,1.0,5,8.0,9.0,5-10,semi,villa,10095800.0,13378.5,0,1,0,1,1,0,1,0
L100807,hyderabad,Telangana,Hitec City,1606.1,4,4.0,1,6.0,4.0,1-5,full,villa,30754800.0,19148.3,1,0,0,0,1,1,1,1
L100808,chennai,Tamil Nadu,Adyar,1616.1,4,4.0,0,1.0,0.0,new,unfurnished,independent,25275900.0,15640.5,1,1,0,0,0,1,0,1
L100809,bengaluru,Karnataka,Electronic City,1780.4,4,3.0,10,13.0,23.0,20+,semi,apartment,12733100.0,7151.7,0,0,1,0,1,1,1,0
L100810,lucknow,Uttar Pradesh,Raebareli Road,761.2,1,1.0,8,13.0,0.0,new,unfurnished,apartment,10783200.0,14166.1,1,1,0,1,1,0,1,1
L100811,jaipur,Rajasthan,Ajmer Road,1225.3,3,3.0,6,6.0,8.0,5-10,unfurnished,apartment,4398400.0,3589.8,1,0,0,0,1,0,0,0
L100812,lucknow,Uttar Pradesh,Jankipuram,871.1,2,1.0,0,0.0,13.0,10-20,semi,plot,1843900.0,2116.8,0,0,0,1,0,0,0,0
L100813,ahmedabad,Gujarat,SG Highway,1054.8,3,3.0,11,16.0,18.0,10-20,semi,apartment,7093900.0,6725.3,0,1,0,0,0,0,0,0
L100814,jaipur,Rajasthan,Vaishali Nagar,2050.2,4,4.0,5,10.0,9.0,5-10,unfurnished,villa,13964600.0,6811.2,1,1,1,1,0,0,1,0
L100815,pune,Maharashtra,Wakad,1216.4,3,3.0,4,17.0,36.0,20+,unfurnished,independent,9800800.0,8057.3,1,0,0,1,1,0,1,1
L100816,ahmedabad,Gujarat,Bopal,880.3,3,3.0,3,8.0,0.0,new,semi,independent,6827300.0,7756.0,1,0,1,1,0,0,0,1
L100817,delhi,Delhi,Greater Noida,1062.2,2,2.0,8,12.0,0.0,new,full,independent,15925400.0,14993.4,0,1,1,0,0,1,1,1
L100818,kolkata,West Bengal,New Town,1390.6,3,3.0,3,9.0,5.0,5-10,unfurnished,independent,10305100.0,7410.6,1,0,1,0,0,1,0,0
L100819,lucknow,Uttar Pradesh,Aliganj,1245.0,2,1.0,2,8.0,1.0,1-5,unfurnished,apartment,5336600.0,4286.3,1,0,1,0,1,1,1,1
L100820,delhi,Delhi,Gurugram,1422.0,3,3.0,0,2.0,19.0,10-20,full,apartment,29214000.0,20544.1,0,1,0,1,0,1,0,0
L100821,kochi,Kerala,Kakkanad,921.4,1,1.0,0,,12.0,10-20,semi,apartment,4856900.0,5271.4,1,0,1,0,0,1,0,1
L100822,jaipur,Rajasthan,Ajmer Road,1137.7,2,1.0,1,1.0,0.0,new,semi,independent,4619600.0,4060.3,0,0,0,0,0,0,0,1
L100823,pune,Maharashtra,Wakad,1586.2,3,2.0,9,10.0,1.0,1-5,unfurnished,apartment,16060800.0,10125.6,1,0,1,1,0,1,0,0
L100824,kolkata,West Bengal,Garia,670.1,1,1.0,2,10.0,4.0,1-5,full,villa,5056600.0,7545.9,1,0,1,0,1,1,0,0
L100825,lucknow,Uttar Pradesh,Aliganj,1120.0,2,1.0,3,15.0,2.0,1-5,full,villa,6475000.0,5781.2,1,0,1,0,0,1,0,1
L100826,ahmedabad,Gujarat,Satellite,1215.0,2,2.0,0,0.0,3.0,1-5,semi,plot,7038700.0,5793.4,1,1,0,0,1,1,0,0
L100827,kochi,Kerala,Marine Drive,1764.5,5,5.0,9,10.0,19.0,10-20,unfurnished,apartment,18192300.0,10310.1,1,1,1,0,1,1,1,0
L100828,lucknow,Uttar Pradesh,Gomti Nagar,1855.2,3,2.0,11,11.0,7.0,5-10,semi,apartment,11585000.0,6244.5,0,0,0,1,0,1,1,0
L100829,kolkata,West Bengal,Garia,740.0,1,1.0,0,1.0,4.0,1-5,unfurnished,independent,4197900.0,5672.7,0,0,1,0,1,1,1,1
L100830,bengaluru,Karnataka,Sarjapur Road,1963.6,5,4.0,6,9.0,3.0,1-5,unfurnished,apartment,23003700.0,11715.2,1,1,0,1,0,1,0,0
L100831,pune,Maharashtra,Wakad,1083.7,3,2.0,9,14.0,0.0,new,unfurnished,villa,16488200.0,15215.4,0,1,1,1,1,1,0,0
L100832,kochi,Kerala,Marine Drive,1488.8,3,3.0,1,16.0,,1-5,semi,apartment,16937100.0,11376.3,1,1,0,1,0,1,0,1
L100833,pune,Maharashtra,Baner,1175.5,3,2.0,8,23.0,39.0,20+,full,independent,15466900.0,13157.3,1,0,0,1,1,1,0,0
L100834,bengaluru,Karnataka,Electronic City,579.4,1,1.0,9,17.0,7.0,5-10,semi,apartment,5428200.0,9369.5,0,0,0,1,1,1,1,1
L100835,chennai,Tamil Nadu,OMR,1193.2,3,3.0,3,13.0,37.0,20+,semi,independent,9478800.0,7944.0,0,0,0,1,0,0,0,1
L100836,kochi,Kerala,Fort Kochi,1606.9,3,3.0,0,0.0,6.0,5-10,semi,plot,8622900.0,5366.0,0,1,1,1,0,1,1,0
L100837,delhi,Delhi,Noida,1167.5,2,2.0,7,14.0,1.0,1-5,unfurnished,apartment,17136900.0,14678.8,0,0,1,1,0,0,0,1
L100838,lucknow,Uttar Pradesh,Aliganj,1127.3,2,1.0,5,8.0,7.0,5-10,unfurnished,apartment,5300700.0,4701.9,1,0,0,1,0,1,0,1
L100839,kochi,Kerala,Edappally,706.0,1,1.0,13,15.0,18.0,10-20,full,apartment,4949700.0,7011.3,1,1,0,1,1,1,0,1
L100840,jaipur,Rajasthan,Mansarovar,1314.9,3,2.0,10,11.0,11.0,10-20,full,apartment,7324200.0,5570.0,0,0,1,1,0,1,0,1
L100841,mumbai,Maharashtra,Thane,1907.3,4,4.0,1,12.0,28.0,20+,semi,apartment,32045400.0,16801.0,0,0,1,0,1,0,1,0
L100842,ahmedabad,Gujarat,Chandkheda,1845.4,4,3.0,3,7.0,25.0,20+,full,apartment,6308300.0,3418.5,0,0,0,1,1,1,0,0
L100843,chandigarh,Chandigarh,Panchkula,1288.7,2,1.0,0,0.0,32.0,20+,unfurnished,plot,5697100.0,4420.8,0,1,0,1,1,0,1,0
L100844,chandigarh,Chandigarh,Sector 8,703.7,2,1.0,8,9.0,2.0,1-5,full,apartment,15177800.0,21569.8,1,1,1,1,0,1,0,0
L100845,mumbai,Maharashtra,Andheri West,971.1,2,2.0,0,14.0,37.0,20+,semi,apartment,25118300.0,25866.1,0,1,0,0,1,0,0,1
L100846,mumbai,Maharashtra,Thane,1865.2,3,3.0,4,12.0,6.0,5-10,full,apartment,35436400.0,18998.4,0,0,0,0,1,0,1,0
L100847,ahmedabad,Gujarat,Chandkheda,1325.8,3,2.0,0,1.0,6.0,5-10,unfurnished,apartment,5370800.0,4050.8,0,0,1,1,1,0,1,0
L100848,chennai,Tamil Nadu,OMR,1267.0,3,2.0,0,2.0,26.0,20+,unfurnished,independent,10094600.0,7967.4,0,0,1,1,1,1,1,0
L100849,lucknow,Uttar Pradesh,Jankipuram,1404.0,4,3.0,20,26.0,18.0,10-20,semi,apartment,4726700.0,3366.6,0,1,0,0,0,1,0,0
L100850,bengaluru,Karnataka,Koramangala,865.8,2,1.0,6,8.0,8.0,5-10,unfurnished,villa,19591100.0,22626.8,0,0,1,1,0,1,1,0
L100851,kolkata,West Bengal,Ballygunge,812.6,2,2.0,2,5.0,14.0,10-20,semi,apartment,10390000.0,12785.9,1,0,1,1,0,1,1,0
L100852,pune,Maharashtra,Wakad,1072.3,2,1.0,2,14.0,2.0,1-5,semi,apartment,12563800.0,11716.7,1,1,1,0,1,1,0,1
L100853,jaipur,Rajasthan,Malviya Nagar,1606.3,5,5.0,6,11.0,12.0,10-20,semi,apartment,9598200.0,5975.3,0,0,0,0,1,1,0,1
L100854,chandigarh,Chandigarh,Sector 8,1435.9,3,3.0,3,7.0,3.0,1-5,semi,apartment,26152700.0,18213.0,0,0,1,1,0,1,0,0
L100855,chandigarh,Chandigarh,Sector 8,1288.1,3,2.0,12,21.0,20.0,20+,unfurnished,apartment,17503400.0,13588.3,0,0,0,1,0,0,1,0
L100856,chennai,Tamil Nadu,Anna Nagar,671.2,2,2.0,3,4.0,1.0,1-5,unfurnished,independent,9394600.0,13996.7,0,1,1,1,0,1,0,1
L100857,chennai,Tamil Nadu,Velachery,1312.1,3,3.0,14,16.0,0.0,new,unfurnished,villa,17646200.0,13449.2,1,1,0,0,1,1,1,0
L100858,kochi,Kerala,Marine Drive,2028.4,4,4.0,14,16.0,1.0,1-5,unfurnished,independent,23369600.0,11521.1,0,1,1,1,0,0,1,0
L100859,delhi,Delhi,Noida,1011.1,2,2.0,4,11.0,8.0,5-10,full,independent,15791600.0,15619.0,1,0,0,0,0,1,0,1
L100860,bengaluru,Karnataka,Hebbal,1577.8,3,3.0,0,1.0,5.0,5-10,unfurnished,apartment,18802600.0,11917.2,1,1,0,1,1,0,1,1
L100861,kolkata,West Bengal,Ballygunge,1870.9,3,3.0,14,20.0,10.0,10-20,full,apartment,22915500.0,12248.6,0,0,0,0,1,0,1,1
L100862,kolkata,West Bengal,New Town,1384.2,3,,2,2.0,1.0,1-5,unfurnished,apartment,10683900.0,7718.5,0,0,1,0,1,1,1,0
L100863,chennai,Tamil Nadu,Velachery,825.4,1,1.0,12,16.0,13.0,10-20,semi,apartment,7908000.0,9580.3,0,0,1,1,1,1,1,1
L100864,ahmedabad,Gujarat,Bopal,1083.0,2,1.0,14,20.0,13.0,10-20,semi,apartment,6026700.0,5565.0,0,1,1,1,1,0,1,1
L100865,kochi,Kerala,Marine Drive,1399.5,3,2.0,4,13.0,10.0,10-20,unfurnished,apartment,10652400.0,7611.5,1,0,0,1,0,0,0,0
L100866,pune,Maharashtra,Hadapsar,1103.7,2,2.0,4,4.0,,5-10,unfurnished,apartment,9612900.0,8709.5,1,1,0,0,0,1,0,0
L100867,delhi,Delhi,South Delhi,1007.5,2,2.0,5,9.0,19.0,10-20,semi,apartment,29169300.0,28951.3,0,1,1,1,0,0,0,0
L100868,lucknow,Uttar Pradesh,Hazratganj,1047.5,2,2.0,14,15.0,7.0,5-10,full,apartment,7590300.0,7245.9,0,0,1,1,0,0,0,1
L100869,kochi,Kerala,Panampilly Nagar,1754.1,5,4.0,4,4.0,39.0,20+,unfurnished,villa,15951500.0,9093.9,1,1,0,1,0,1,0,0
L100870,chandigarh,Chandigarh,Sector 8,2786.1,5,4.0,0,9.0,11.0,10-20,unfurnished,apartment,33781400.0,12124.9,0,1,0,0,1,1,1,0
L100871,hyderabad,Telangana,Kondapur,1766.1,4,4.0,7,14.0,26.0,20+,full,villa,19755400.0,11185.6,1,0,1,1,1,0,1,1
L100872,lucknow,Uttar Pradesh,Gomti Nagar,1966.4,5,4.0,8,11.0,1.0,1-5,semi,apartment,13834500.0,7035.4,1,0,0,1,0,0,0,0
L100873,bengaluru,Karnataka,Electronic City,1238.6,4,3.0,1,23.0,7.0,5-10,semi,apartment,10854500.0,8763.5,0,0,1,1,0,0,0,0
L100874,kochi,Kerala,Fort Kochi,1296.7,2,2.0,9,14.0,2.0,1-5,semi,apartment,10178500.0,7849.4,1,1,1,1,0,0,0,0
L100875,chandigarh,Chandigarh,Sector 22,1102.8,3,2.0,12,23.0,2.0,1-5,unfurnished,apartment,14603800.0,13242.2,0,1,1,0,1,1,1,0
L100876,bengaluru,Karnataka,Koramangala,1021.3,2,2.0,4,14.0,5.0,5-10,full,apartment,20818000.0,20383.1,1,0,1,0,0,1,0,0
L100877,ahmedabad,Gujarat,Bopal,776.7,2,1.0,11,20.0,8.0,5-10,unfurnished,apartment,4727300.0,6086.1,1,1,0,1,1,0,0,0
L100878,ahmedabad,Gujarat,Maninagar,870.6,2,2.0,0,0.0,38.0,20+,semi,plot,2416900.0,2776.1,1,0,0,0,1,1,0,1
L100879,hyderabad,Telangana,Gachibowli,1232.8,2,1.0,1,7.0,23.0,20+,full,independent,10869600.0,8817.0,0,0,1,0,1,1,1,0
L100880,lucknow,Uttar Pradesh,Jankipuram,864.0,1,1.0,5,13.0,5.0,5-10,unfurnished,apartment,3085200.0,3570.8,0,0,1,0,0,0,1,1
L100881,bengaluru,Karnataka,Hebbal,1951.1,3,2.0,0,0.0,7.0,5-10,full,plot,16238100.0,8322.4,1,0,1,1,0,0,1,1
L100882,chandigarh,Chandigarh,IT Park,2064.9,3,3.0,1,7.0,6.0,5-10,semi,apartment,25843300.0,12515.3,1,1,0,0,1,1,0,1
L100883,jaipur,Rajasthan,C-Scheme,1724.7,4,4.0,10,20.0,20.0,20+,unfurnished,apartment,11752400.0,6814.2,1,1,1,1,0,1,1,0
L100884,lucknow,Uttar Pradesh,Hazratganj,1586.6,3,,0,0.0,6.0,5-10,unfurnished,plot,6277200.0,3956.4,0,1,0,1,0,0,0,1
L100885,kochi,Kerala,Aluva,1049.9,2,1.0,12,20.0,16.0,10-20,full,independent,4916500.0,4682.8,0,1,1,0,0,0,0,1
L100886,chandigarh,Chandigarh,Sector 8,1384.0,4,4.0,11,22.0,16.0,10-20,unfurnished,apartment,23159400.0,16734.3,0,1,1,1,1,1,1,0
L100887,jaipur,Rajasthan,Malviya Nagar,1471.3,3,2.0,6,10.0,3.0,1-5,full,independent,11470500.0,7796.1,0,0,0,1,0,0,1,0
L100888,bengaluru,Karnataka,Hebbal,1003.7,2,1.0,0,0.0,4.0,1-5,unfurnished,plot,8250100.0,8219.8,0,0,1,0,1,0,0,1
L100889,ahmedabad,Gujarat,Maninagar,1148.8,3,2.0,4,4.0,13.0,10-20,unfurnished,apartment,5418200.0,4716.6,1,1,1,0,1,1,1,0
L100890,hyderabad,Telangana,Banjara Hills,1545.3,3,3.0,15,15.0,6.0,5-10,unfurnished,apartment,22057000.0,14273.3,0,0,0,0,1,0,1,1
L100891,hyderabad,Telangana,Miyapur,847.5,1,1.0,8,8.0,11.0,10-20,unfurnished,independent,5720400.0,6749.6,1,1,0,1,0,1,1,0
L100892,chandigarh,Chandigarh,Zirakpur,1181.1,2,2.0,1,20.0,2.0,1-5,semi,apartment,8814900.0,7463.6,1,0,1,1,1,0,1,1
L100893,mumbai,Maharashtra,Bandra,1499.8,3,2.0,0,5.0,7.0,5-10,unfurnished,villa,96342200.0,64238.2,1,1,1,0,0,1,0,1
L100894,kolkata,West Bengal,Salt Lake,970.3,2,1.0,0,2.0,3.0,1-5,semi,apartment,9630600.0,9925.1,0,1,1,1,0,1,0,1
